"Code","Class","Brand","Description","SourceFile"
"U160E","U","Manufacturer","ECU Hardware Internal - Boot FIAT","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1700","U","Manufacturer","DIS AMP Unit DTCP Sink SW error. Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1701","U","Manufacturer","Engine1 (From Engine Control Module) Missing Message FIAT","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1702","U","Manufacturer","DIS AMP Unit DTCP Sink Decode error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1710","U","Manufacturer","DIS AMP Unit Amplifier stage group 1 Error - S/Woofer 1(+), 1(-) short circuit","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1711","U","Manufacturer","DIS AMP Unit Amplifier stage group 2 Error - S/Woofer 2(+), 2(-) short circuit","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1712","U","Manufacturer","DIS AMP Unit Amplifier stage group 3 Error - Front Middle/Tweeter LH & RH short circuit","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1713","U","Manufacturer","DDM Communication Error Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1714","U","Manufacturer","DDM Communication Error Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1715","U","Manufacturer","DDM Communication Error Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1716","U","Manufacturer","DDM Communication Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1800","U","Manufacturer","Lost Communications With Fuel Injector Control Module (FICM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U180F","U","Manufacturer","Control Module Communication Bus B Off Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1814","U","Manufacturer","Powertrain High Speed Communication Enable Circuit Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1842","U","Manufacturer","Lost Communication With ECM/PCM Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1843","U","Manufacturer","Lost Communication With ECM/PCM Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U186A","U","Manufacturer","Lost Communication With Transfer Case Control Module Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U186B","U","Manufacturer","Lost Communication With TCM","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1881","U","Manufacturer","Communication With Energy Storage Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1882","U","Manufacturer","Communication With Electro-Hydraulic Power Steering","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1883","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Driver Door Module (DDM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1884","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Passenger Door Module (PDM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1885","U","Manufacturer","Energy Storage Control Module (ESCM) Lost Communication With Hybrid Control Module (HCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1886","U","Manufacturer","Energy Storage Control Module (ESCM) Lost Communication With Powertrain Control Module (PCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1887","U","Manufacturer","Communication With Starter/Generator Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1888","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Energy Storage Control Module (ESCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1889","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Body Control Module (BCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1890","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With HVAC Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1891","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Instrument Panel Cluster (IPC)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1892","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Electro-Hydraulic Power Steering (EHPS) Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1893","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Powertrain Control Module (PCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1894","U","Manufacturer","Hybrid Control Module (HCM) Lost Communication With Starter/Generator Control Module (SGCM) Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1895","U","Manufacturer","Electro-Hydraulic Power Steering (EHPS) Module Lost Communication With Powertrain Control Module (PCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1896","U","Manufacturer","Communication With Starter/Generator Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1897","U","Manufacturer","Communication With Energy Storage Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1898","U","Manufacturer","Starter/Generator Control Module (SGCM) Lost Communication With Hybrid Control Module (HCM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1899","U","Manufacturer","Starter/Generator Control Module (SGCM) Lost Communication With Powertrain Control Module (PCM) Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U18B9","U","Manufacturer","Primary High Speed CAN Bus Subnet Configuration List","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U18BF","U","Manufacturer","Secondary High Speed CAN Bus Subnet Configuration List","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1900","U","Manufacturer","CAN Communication Bus Fault (Receive Error) Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1901","U","Manufacturer","Combined Sensor System (CAN2 line malfunction) Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1915","U","Manufacturer","Engine1 - From Engine Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1916","U","Manufacturer","Engine3 - From Engine Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1917","U","Manufacturer","Engine4 - From Engine Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1918","U","Manufacturer","Mot_Transm1 -From Engine Control Module - CRC-MC In Fault Or Missing Message Jeep","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1920","U","Manufacturer","DIS DVD Drive Error Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1930","U","Manufacturer","Agsm_Operationalmodests (Sna) Plausibility FIAT","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1932","U","Manufacturer","BCM-Command Operational Mode STS (Sna) Plausibility","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1933","U","Manufacturer","Bcm_Command (From Body Control Module) Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1934","U","Manufacturer","Bcm_Command (From BCM) And Body2 (From BCM) Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1935","U","Manufacturer","Brake 3 From Brake System Module Missing Message Jeep","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1939","U","Manufacturer","Cluster 2 From Instrument Panel Control Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U193A","U","Manufacturer","Sccmcrsctrl Cruise Message From Body Control Module Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U193B","U","Manufacturer","Bsmyrsdata From Brake System Module Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U193C","U","Manufacturer","Bcm_Command (From BCM) And Engine1 (From ECM) Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1940","U","Manufacturer","DIS Front Display SDC Communication Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1941","U","Manufacturer","DIS AMP Unit AmFm Antenna circuit Open ( not connected ) Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1942","U","Manufacturer","DIS AMP Unit Fm2 Antenna circuit Low Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1943","U","Manufacturer","DIS AMP Unit Fm2 Antenna circuit Open Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1944","U","Manufacturer","DIS AMP Unit XM Antenna circuit Low (UTA US only) Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1945","U","Manufacturer","DIS AMP Unit XM Antenna circuit Open (UTA US only) Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1950","U","Manufacturer","BCM Command (From Body Control Module) Message CRC Or Message Counter Fault","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1952","U","Manufacturer","Brake 1 From Brake System Module CRC Or Message Counter Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1954","U","Manufacturer","Brake2 (From Brake System Module) - CRC/MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1956","U","Manufacturer","Brake 3 From Brake System Module CRC Or Message Counter Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1958","U","Manufacturer","BSM YRS Data From Brake System Module CRC Or Message Counter Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1960","U","Manufacturer","Engine1 From Engine Control Module Message CRC Or Message Counter Fault","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1962","U","Manufacturer","Engine3 (From Engine Control Module) - CRC/MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1964","U","Manufacturer","Engine4 (From Engine Control Module) - CRC/MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U196C","U","Manufacturer","Mot_Transm1 (From Engine Control Module) - CRC/MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U196E","U","Manufacturer","Mot_Transm2 (From Engine Control Module) - CRC/MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1970","U","Manufacturer","DIS Multimedia CAN Bus Off Error Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1971","U","Manufacturer","DIS Multimedia CAN Single Line Error Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1972","U","Manufacturer","Multimedia CAN Limp Home Status","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1974","U","Manufacturer","SC (From Dual Clutch Shifter Module) - CRC/MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U197C","U","Manufacturer","Transm2 From Transmission Control Module (TCM) Message CRC Or Message Counter Fault","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1980","U","Manufacturer","DIS Timeout Multimedia CAN Message(Air Conditioner, Cluster, Audio) Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1981","U","Manufacturer","DIS Timeout Multimedia CAN Message(Vehicle Speed)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1982","U","Manufacturer","DIS Timeout Multimedia CAN Message(Body CAN Signal -Camera, ECS, Trip Computer, Alternator, Auto Light) Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1983","U","Manufacturer","DIS Timeout Multimedia CAN Message (Trip Computer) Hyundai","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1984","U","Manufacturer","DIS Timeout Multimedia CAN Message(Inhibitor Signal) Infiniti","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U1986","U","Manufacturer","SCCM Crs Ctrl Cruise Message From Body Control Module CRC Or Message Counter Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2000","U","Manufacturer","Invalid BFC Transmitted SPI Data Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2001","U","Manufacturer","Invalid IPC Transmitted SPI Data Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2007","U","Manufacturer","Audio Navigation Unit is Not Responding Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2012","U","Manufacturer","Torque Reduction (Engine Condition) Signal Line Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2013","U","Manufacturer","Compass Module is Not Responding","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2015","U","Manufacturer","Data Circuit Message Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2016","U","Manufacturer","Control Module Main Software System Internal Failure Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2017","U","Manufacturer","Driver-side Side Air Bag Sensor System Communication Error","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2018","U","Manufacturer","Passenger-side Side Air Bag Sensor System Communication Error Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2021","U","Manufacturer","Engine Control System Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2023","U","Manufacturer","Fault Received From External Node Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2030","U","Manufacturer","Rain Sensor/Auto Lght Snsor Cmmunication Fault Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2050","U","Manufacturer","No Application Present Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2051","U","Manufacturer","One or More Calibration Files Missing/Corrupt","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2064","U","Manufacturer","Warning Light Illumination Request Signal From Other Modules","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2099","U","Manufacturer","High Speed Communication Enable Circuit Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2100","U","Manufacturer","CAN Bus Communication Malfunction Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2101","U","Manufacturer","CAN Bus Maximum Configuration List Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2102","U","Manufacturer","More Controllers On BUS Than Programmed Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2103","U","Manufacturer","Fewer Controllers On The Bus Than Programmed Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2104","U","Manufacturer","CAN Bus Reset Counter Overrun Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2105","U","Manufacturer","Lost Communication With The Engine Control System Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2106","U","Manufacturer","Lost Communication With Transmission Control System","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2107","U","Manufacturer","Lost Communications With Body Control System","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2108","U","Manufacturer","Lost Communication With Electronic Brake Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2109","U","Manufacturer","Lost Communications With Powertrain Multiple Control System","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U210B","U","Manufacturer","Lost Communication Between Fuel Pump Control Module A And Restraints Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U210C","U","Manufacturer","Lost Communication Between Fuel Pump Control Module B and Restraints Control Module","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U210F","U","Manufacturer","Throttle/Pedal Position Sensor/Switch A Communication Circuit Low","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2110","U","Manufacturer","Throttle/Pedal Position Sensor/Switch A Communication Circuit High Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2111","U","Manufacturer","Lost Communications With Steering Control System","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2113","U","Manufacturer","Lost Communications With Sensing Diagnostic Module (SDM)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2116","U","Manufacturer","Lost Communications With Instrument Panel Cluster (IPC)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2122","U","Manufacturer","Lost Communications With Radio","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2125","U","Manufacturer","Lost Communication With Mobile Communications Control Systems Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2127","U","Manufacturer","Lost Communications With Front HVAC Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2137","U","Manufacturer","Lost Communications With Vehicle Theft Deterrent (VTD) Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2142","U","Manufacturer","Loss Communication with UART System Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2143","U","Manufacturer","Lost Communications With Steering Angle Sensor (SAS) Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2150","U","Manufacturer","Navigation ECU Gateway Communication Error Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2151","U","Manufacturer","Navigation ECU Communication Malfunction Cadillac","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2153","U","Manufacturer","VICS ECU Communication Error Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2171","U","Manufacturer","Lost Communications With DVD Player Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2172","U","Manufacturer","Lost Communications With Digital Radio Receiver Chevrolet","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2195","U","Manufacturer","Data Circuit Message Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2199","U","Manufacturer","Unassigned Chrysler","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2200","U","Manufacturer","Control Module Configuration Memory Corrupt Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2243","U","Manufacturer","Data Circuit Message Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2300","U","Manufacturer","Central Configuration-No Sub Type Information Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2472","U","Manufacturer","Unexpected Ignition State Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2473","U","Manufacturer","Unexpected Vehicle Speed (VSS)","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2510","U","Manufacturer","Invalid data for Vehicle Security Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2511","U","Manufacturer","Data Mis-Match (Receive Data Does Not Match Expected) Ford","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2516","U","Manufacturer","CAN System Communication Error Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2527","U","Manufacturer","DSC/RSC HU/CM Communication Fault Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2616","U","Manufacturer","Wheel Unit No.1 (No response) Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2617","U","Manufacturer","Wheel Unit No.2 (No Response) Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2618","U","Manufacturer","Wheel Unit No.3 (No Response) Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2619","U","Manufacturer","Wheel Unit No.4 (No Response) Mazda","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U261A","U","Manufacturer","CAN Data / Configuration Setup Mismatch","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2916","U","Manufacturer","Mot_Transm2 -From Engine Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2917","U","Manufacturer","Mot_Transm3 -From Engine Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2918","U","Manufacturer","Mot_Transm4 -From Engine Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2920","U","Manufacturer","Bcm_Command -From Body Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2921","U","Manufacturer","Body2 -From Body Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
"U2923","U","Manufacturer","Body4 -From Body Control Module - CRC-MC In Fault Or Missing Message","base\All Manufacturer-specific OBD2 Codes (4)\All Manufacturer-specific OBD2 - Nieizviestnyi.txt"
